,ts_code,trade_date,open,close,high,low,pre_close,change,pct_chg,swing,vol
284,SPX,20070323,1434.54,1436.11,1438.89,1433.21,1434.54,1.58,0.11,0.4,
285,SPX,20070322,1435.04,1434.54,1437.66,1429.88,1435.04,-0.51,-0.04,0.54,
286,SPX,20070321,1411.87,1435.04,1437.77,1409.75,1410.94,24.11,1.71,1.99,
287,SPX,20070320,1402.04,1410.94,1411.53,1400.7,1402.06,8.88,0.63,0.77,
288,SPX,20070319,1387.78,1402.06,1403.2,1386.95,1386.95,15.11,1.09,1.17,
289,SPX,20070316,1392.24,1386.95,1397.51,1383.63,1392.28,-5.33,-0.38,1.0,
290,SPX,20070315,1387.11,1392.28,1395.73,1385.16,1387.17,5.11,0.37,0.76,
291,SPX,20070314,1377.86,1387.17,1388.09,1363.98,1377.95,9.22,0.67,1.75,
292,SPX,20070313,1406.23,1377.95,1406.23,1377.71,1406.6,-28.65,-2.04,2.03,
293,SPX,20070312,1402.58,1406.6,1409.34,1398.4,1402.85,3.76,0.27,0.78,
294,SPX,20070309,1403.49,1402.85,1410.15,1397.3,1401.89,0.95,0.07,0.92,
295,SPX,20070308,1391.88,1401.89,1407.93,1391.88,1391.97,9.92,0.71,1.15,
296,SPX,20070307,1394.98,1391.97,1401.16,1390.64,1395.41,-3.44,-0.25,0.75,
297,SPX,20070306,1374.06,1395.41,1397.9,1374.06,1374.12,21.29,1.55,1.73,
298,SPX,20070305,1387.11,1374.12,1391.86,1373.97,1387.17,-13.04,-0.94,1.29,
299,SPX,20070302,1403.16,1387.17,1403.4,1386.87,1403.17,-16.0,-1.14,1.18,
300,SPX,20070301,1406.8,1403.17,1409.46,1380.87,1406.82,-3.65,-0.26,2.03,
301,SPX,20070228,1399.01,1406.82,1415.89,1396.65,1399.04,7.78,0.56,1.38,
302,SPX,20070227,1449.25,1399.04,1449.25,1389.42,1449.37,-50.33,-3.47,4.13,
303,SPX,20070226,1451.04,1449.37,1456.95,1445.48,1451.19,-1.82,-0.13,0.79,
304,SPX,20070223,1456.22,1451.19,1456.22,1448.36,1456.38,-5.19,-0.36,0.54,
305,SPX,20070222,1457.29,1456.38,1461.57,1450.51,1457.63,-1.25,-0.09,0.76,
306,SPX,20070221,1459.6,1457.63,1459.6,1452.02,1459.68,-2.06,-0.14,0.52,
307,SPX,20070220,1455.53,1459.68,1460.53,1449.2,1455.54,4.15,0.28,0.78,
308,SPX,20070216,1456.77,1455.54,1456.77,1451.57,1456.81,-1.27,-0.09,0.36,
309,SPX,20070215,1455.45,1456.81,1457.97,1453.19,1455.3,1.51,0.1,0.33,
310,SPX,20070214,1443.91,1455.3,1457.65,1443.91,1444.26,11.04,0.76,0.95,
311,SPX,20070213,1433.22,1444.26,1444.41,1433.22,1433.37,10.89,0.76,0.78,
312,SPX,20070212,1437.94,1433.37,1439.11,1431.44,1438.06,-4.69,-0.33,0.53,
313,SPX,20070209,1448.25,1438.06,1452.45,1433.44,1448.31,-10.25,-0.71,1.31,
314,SPX,20070208,1449.99,1448.31,1450.45,1442.81,1450.02,-1.71,-0.12,0.53,
315,SPX,20070207,1447.41,1450.02,1452.99,1446.44,1448.0,2.02,0.14,0.45,
316,SPX,20070206,1446.98,1448.0,1450.19,1443.4,1446.99,1.01,0.07,0.47,
317,SPX,20070205,1448.28,1446.99,1449.38,1443.85,1448.39,-1.4,-0.1,0.38,
318,SPX,20070202,1445.94,1448.39,1449.33,1444.49,1445.94,2.45,0.17,0.33,
319,SPX,20070201,1437.9,1445.94,1446.64,1437.9,1438.24,7.7,0.54,0.61,
320,SPX,20070131,1428.65,1438.24,1441.61,1424.78,1428.82,9.42,0.66,1.18,
321,SPX,20070130,1420.61,1428.82,1428.82,1420.61,1420.62,8.2,0.58,0.58,
322,SPX,20070129,1422.03,1420.62,1426.94,1418.46,1422.18,-1.56,-0.11,0.6,
323,SPX,20070126,1423.9,1422.18,1427.27,1416.96,1423.9,-1.72,-0.12,0.72,
324,SPX,20070125,1440.31,1423.9,1440.69,1422.34,1440.13,-16.23,-1.13,1.27,
325,SPX,20070124,1427.96,1440.13,1440.14,1427.96,1427.99,12.14,0.85,0.85,
326,SPX,20070123,1422.95,1427.99,1431.33,1421.66,1422.95,5.03,0.35,0.68,
327,SPX,20070122,1430.47,1422.95,1431.39,1420.4,1430.5,-7.55,-0.53,0.77,
328,SPX,20070119,1426.35,1430.5,1431.57,1425.19,1426.37,4.13,0.29,0.45,
329,SPX,20070118,1430.59,1426.37,1433.3,1424.21,1430.62,-4.25,-0.3,0.64,
330,SPX,20070117,1431.77,1430.62,1435.27,1428.57,1431.9,-1.28,-0.09,0.47,
331,SPX,20070116,1430.73,1431.9,1433.93,1428.62,1430.73,1.17,0.08,0.37,
332,SPX,20070112,1423.82,1430.73,1431.23,1422.58,1423.83,6.91,0.49,0.61,
333,SPX,20070111,1414.84,1423.83,1427.12,1414.84,1414.85,8.98,0.63,0.87,
334,SPX,20070110,1411.94,1414.85,1415.99,1404.33,1412.11,2.74,0.19,0.83,
335,SPX,20070109,1412.84,1412.11,1415.61,1405.42,1412.84,-0.73,-0.05,0.72,
336,SPX,20070108,1409.26,1412.84,1414.98,1403.97,1409.71,3.14,0.22,0.78,
337,SPX,20070105,1418.34,1409.71,1418.34,1405.75,1418.34,-8.63,-0.61,0.89,
338,SPX,20070104,1416.95,1418.34,1421.84,1408.22,1416.6,1.74,0.12,0.96,
339,SPX,20070103,1418.03,1416.6,1429.42,1407.86,1418.3,-1.7,-0.12,1.52,
340,SPX,20061229,1424.3,1418.3,1427.0,1416.72,1424.73,-6.43,-0.45,0.72,
341,SPX,20061228,1426.77,1424.73,1427.26,1422.05,1426.84,-2.11,-0.15,0.37,
342,SPX,20061227,1416.63,1426.84,1427.72,1416.63,1416.9,9.93,0.7,0.78,
343,SPX,20061226,1410.75,1416.9,1417.91,1410.45,1410.76,6.14,0.44,0.53,
344,SPX,20061222,1418.1,1410.76,1418.82,1410.28,1418.3,-7.54,-0.53,0.6,
345,SPX,20061221,1423.2,1418.3,1426.4,1415.9,1423.53,-5.22,-0.37,0.74,
346,SPX,20061220,1425.51,1423.53,1429.05,1423.51,1425.55,-2.03,-0.14,0.39,
347,SPX,20061219,1422.42,1425.55,1428.3,1414.88,1422.48,3.07,0.22,0.94,
348,SPX,20061218,1427.08,1422.48,1431.81,1420.65,1427.09,-4.61,-0.32,0.78,
349,SPX,20061215,1425.48,1427.09,1431.63,1425.48,1425.49,1.6,0.11,0.43,
350,SPX,20061214,1413.16,1425.49,1427.23,1413.16,1413.21,12.27,0.87,1.0,
351,SPX,20061213,1411.32,1413.21,1416.64,1411.05,1411.56,1.65,0.12,0.4,
352,SPX,20061212,1413.0,1411.56,1413.78,1404.75,1413.04,-1.48,-0.1,0.64,
353,SPX,20061211,1409.81,1413.04,1415.6,1408.56,1409.84,3.2,0.23,0.5,
354,SPX,20061208,1407.27,1409.84,1414.09,1403.67,1407.29,2.55,0.18,0.74,
355,SPX,20061207,1412.86,1407.29,1418.27,1406.8,1412.9,-5.61,-0.4,0.81,
356,SPX,20061206,1414.4,1412.9,1415.93,1411.05,1414.76,-1.86,-0.13,0.34,
357,SPX,20061205,1409.1,1414.76,1415.27,1408.78,1409.12,5.64,0.4,0.46,
358,SPX,20061204,1396.67,1409.12,1411.23,1396.67,1396.71,12.41,0.89,1.04,
359,SPX,20061201,1400.63,1396.71,1402.46,1385.93,1400.63,-3.92,-0.28,1.18,
360,SPX,20061130,1399.47,1400.63,1406.3,1393.83,1399.48,1.15,0.08,0.89,
361,SPX,20061129,1386.11,1399.48,1401.14,1386.11,1386.72,12.76,0.92,1.08,
362,SPX,20061128,1381.61,1386.72,1387.91,1377.83,1381.9,4.82,0.35,0.73,
363,SPX,20061127,1400.95,1381.9,1400.95,1381.44,1400.95,-19.04,-1.36,1.39,
364,SPX,20061124,1405.94,1400.95,1405.94,1399.25,1406.09,-5.14,-0.37,0.48,
365,SPX,20061122,1403.68,1406.09,1407.89,1402.26,1402.81,3.28,0.23,0.4,
366,SPX,20061121,1400.43,1402.81,1403.49,1399.99,1400.5,2.31,0.17,0.25,
367,SPX,20061120,1400.63,1400.5,1404.37,1397.85,1401.2,-0.7,-0.05,0.47,
368,SPX,20061117,1399.76,1401.2,1401.21,1394.55,1399.76,1.44,0.1,0.48,
369,SPX,20061116,1396.53,1399.76,1403.76,1396.53,1396.57,3.19,0.23,0.52,
370,SPX,20061115,1392.74,1396.57,1401.35,1392.13,1393.22,3.35,0.24,0.66,
371,SPX,20061114,1384.36,1393.22,1394.49,1379.07,1384.42,8.8,0.64,1.11,
372,SPX,20061113,1380.6,1384.42,1387.61,1378.8,1380.9,3.52,0.26,0.64,
373,SPX,20061110,1379.04,1380.9,1381.04,1375.6,1378.33,2.56,0.19,0.39,
374,SPX,20061109,1385.57,1378.33,1388.92,1377.31,1385.72,-7.38,-0.53,0.84,
375,SPX,20061108,1382.5,1385.72,1388.61,1376.29,1382.84,2.87,0.21,0.89,
376,SPX,20061107,1379.89,1382.84,1388.19,1379.19,1379.78,3.06,0.22,0.65,
377,SPX,20061106,1364.27,1379.78,1381.4,1364.27,1364.3,15.49,1.14,1.26,
378,SPX,20061103,1367.31,1364.3,1371.68,1360.98,1367.34,-3.05,-0.22,0.78,
379,SPX,20061102,1366.41,1367.34,1368.39,1362.21,1367.81,-0.46,-0.03,0.45,
380,SPX,20061101,1377.76,1367.81,1381.95,1366.26,1377.94,-10.14,-0.74,1.14,
381,SPX,20061031,1377.93,1377.94,1381.21,1372.19,1377.93,0.01,0.0,0.65,
382,SPX,20061030,1377.3,1377.93,1381.22,1373.46,1377.34,0.59,0.04,0.56,
383,SPX,20061027,1388.89,1377.34,1388.89,1375.85,1389.08,-11.75,-0.85,0.94,
384,SPX,20061026,1382.21,1389.08,1389.45,1379.47,1382.22,6.86,0.5,0.72,
385,SPX,20061025,1377.78,1382.22,1383.61,1376.0,1377.38,4.85,0.35,0.55,
386,SPX,20061024,1377.02,1377.38,1377.78,1372.42,1377.02,0.35,0.03,0.39,
387,SPX,20061023,1368.58,1377.02,1377.4,1363.94,1368.6,8.42,0.62,0.98,
388,SPX,20061020,1368.07,1368.6,1368.66,1362.1,1366.96,1.64,0.12,0.48,
389,SPX,20061019,1365.43,1366.96,1368.09,1362.06,1365.96,1.0,0.07,0.44,
390,SPX,20061018,1363.93,1365.96,1372.87,1360.95,1364.05,1.91,0.14,0.87,
391,SPX,20061017,1369.05,1364.05,1369.05,1356.87,1369.05,-5.01,-0.37,0.89,
392,SPX,20061016,1365.57,1369.05,1370.2,1364.48,1365.62,3.44,0.25,0.42,
393,SPX,20061013,1362.82,1365.62,1366.63,1360.5,1362.83,2.79,0.2,0.45,
394,SPX,20061012,1350.79,1362.83,1363.76,1349.94,1349.95,12.87,0.95,1.02,
395,SPX,20061011,1353.28,1349.95,1353.97,1343.57,1353.42,-3.47,-0.26,0.77,
396,SPX,20061010,1350.64,1353.42,1354.23,1348.6,1350.66,2.76,0.2,0.42,
397,SPX,20061009,1349.58,1350.66,1352.69,1346.55,1349.58,1.08,0.08,0.45,
398,SPX,20061006,1352.42,1349.58,1353.22,1344.21,1353.22,-3.63,-0.27,0.67,
399,SPX,20061005,1349.84,1353.22,1353.79,1347.75,1350.22,3.0,0.22,0.45,
400,SPX,20061004,1333.81,1350.22,1350.22,1331.48,1334.11,16.1,1.21,1.4,
401,SPX,20061003,1331.17,1334.11,1338.31,1327.1,1331.32,2.79,0.21,0.84,
402,SPX,20061002,1335.82,1331.32,1338.54,1330.28,1335.85,-4.52,-0.34,0.62,
403,SPX,20060929,1338.86,1335.85,1339.88,1335.64,1339.15,-3.3,-0.25,0.32,
404,SPX,20060928,1336.56,1339.15,1340.28,1333.75,1336.59,2.56,0.19,0.49,
405,SPX,20060927,1335.37,1336.59,1340.08,1333.54,1336.34,0.25,0.02,0.49,
406,SPX,20060926,1326.22,1336.34,1336.6,1325.3,1326.37,9.97,0.75,0.85,
407,SPX,20060925,1314.78,1326.37,1329.35,1311.58,1314.78,11.59,0.88,1.35,
408,SPX,20060922,1317.74,1314.78,1318.03,1310.94,1318.03,-3.26,-0.25,0.54,
409,SPX,20060921,1324.89,1318.03,1328.19,1315.45,1325.18,-7.14,-0.54,0.96,
410,SPX,20060920,1318.28,1325.18,1328.53,1318.28,1318.31,6.87,0.52,0.78,
411,SPX,20060919,1321.17,1318.31,1322.04,1312.17,1321.18,-2.87,-0.22,0.75,
412,SPX,20060918,1319.85,1321.18,1324.87,1318.16,1319.87,1.32,0.1,0.51,
413,SPX,20060915,1316.28,1319.87,1324.65,1316.28,1316.28,3.58,0.27,0.64,
414,SPX,20060914,1318.0,1316.28,1318.0,1313.25,1318.07,-1.78,-0.14,0.36,
415,SPX,20060913,1312.74,1318.07,1319.92,1311.12,1313.11,4.95,0.38,0.67,
416,SPX,20060912,1299.53,1313.11,1314.28,1299.53,1299.54,13.57,1.04,1.14,
417,SPX,20060911,1298.86,1299.54,1302.36,1290.93,1298.92,0.62,0.05,0.88,
418,SPX,20060908,1294.02,1298.92,1300.14,1294.02,1294.02,4.9,0.38,0.47,
419,SPX,20060907,1299.97,1294.02,1301.25,1292.13,1300.26,-6.24,-0.48,0.7,
420,SPX,20060906,1310.79,1300.26,1313.04,1299.28,1313.25,-12.99,-0.99,1.05,
421,SPX,20060905,1310.94,1313.25,1314.67,1308.82,1311.01,2.24,0.17,0.45,
422,SPX,20060901,1303.8,1311.01,1312.03,1303.8,1303.82,7.19,0.55,0.63,
423,SPX,20060831,1304.25,1303.82,1306.11,1302.45,1304.27,-0.45,-0.03,0.28,
424,SPX,20060830,1303.69,1304.27,1306.74,1302.15,1304.28,-0.01,0.0,0.35,
425,SPX,20060829,1301.57,1304.28,1305.02,1295.29,1301.78,2.5,0.19,0.75,
426,SPX,20060828,1295.09,1301.78,1305.02,1293.97,1295.09,6.7,0.52,0.85,
427,SPX,20060825,1295.23,1295.09,1298.88,1292.39,1296.06,-0.98,-0.08,0.5,
428,SPX,20060824,1292.97,1296.06,1297.23,1291.4,1292.99,3.07,0.24,0.45,
429,SPX,20060823,1299.06,1292.99,1301.5,1289.49,1298.82,-5.83,-0.45,0.92,
430,SPX,20060822,1297.52,1298.82,1302.49,1294.44,1297.52,1.3,0.1,0.62,
431,SPX,20060821,1302.3,1297.52,1302.3,1295.51,1302.3,-4.78,-0.37,0.52,
432,SPX,20060818,1297.48,1302.3,1302.3,1293.57,1297.48,4.83,0.37,0.67,
433,SPX,20060817,1294.99,1297.48,1300.78,1292.71,1295.43,2.05,0.16,0.62,
434,SPX,20060816,1285.27,1295.43,1296.21,1285.27,1285.58,9.85,0.77,0.85,
435,SPX,20060815,1271.52,1285.58,1286.23,1268.19,1268.21,17.36,1.37,1.42,
436,SPX,20060814,1266.67,1268.21,1278.9,1266.67,1266.74,1.47,0.12,0.97,
437,SPX,20060811,1271.64,1266.74,1271.64,1262.08,1271.81,-5.07,-0.4,0.75,
438,SPX,20060810,1265.72,1271.81,1272.55,1261.3,1265.95,5.86,0.46,0.89,
439,SPX,20060809,1273.52,1265.95,1283.74,1264.73,1271.48,-5.53,-0.43,1.5,
440,SPX,20060808,1279.18,1271.48,1282.75,1268.37,1275.77,-4.29,-0.34,1.13,
441,SPX,20060807,1279.31,1275.77,1279.31,1273.0,1279.36,-3.6,-0.28,0.49,
442,SPX,20060804,1286.73,1279.36,1292.92,1273.82,1280.27,-0.91,-0.07,1.49,
443,SPX,20060803,1278.22,1280.27,1283.96,1271.25,1278.55,1.72,0.13,0.99,
444,SPX,20060802,1270.73,1278.55,1283.42,1270.73,1270.92,7.63,0.6,1.0,
445,SPX,20060801,1275.76,1270.92,1276.66,1265.71,1276.66,-5.74,-0.45,0.86,
446,SPX,20060731,1277.49,1276.66,1278.66,1274.31,1278.55,-1.88,-0.15,0.34,
447,SPX,20060728,1263.15,1278.55,1280.42,1263.15,1263.2,15.35,1.22,1.37,
448,SPX,20060727,1268.2,1263.2,1275.85,1261.92,1268.4,-5.2,-0.41,1.1,
449,SPX,20060726,1268.87,1268.4,1273.89,1261.94,1268.88,-0.48,-0.04,0.94,
450,SPX,20060725,1261.1,1268.88,1272.39,1257.19,1260.91,7.97,0.63,1.21,
451,SPX,20060724,1241.1,1260.91,1262.5,1240.25,1240.29,20.62,1.66,1.79,
452,SPX,20060721,1249.12,1240.29,1250.96,1238.72,1249.13,-8.84,-0.71,0.98,
453,SPX,20060720,1260.21,1249.13,1262.56,1249.13,1259.81,-10.68,-0.85,1.07,
454,SPX,20060719,1236.74,1259.81,1261.81,1236.74,1236.86,22.95,1.86,2.03,
455,SPX,20060718,1234.82,1236.86,1239.86,1224.54,1234.49,2.37,0.19,1.24,
456,SPX,20060717,1236.2,1234.49,1240.07,1231.49,1236.2,-1.71,-0.14,0.69,
457,SPX,20060714,1242.25,1236.2,1242.7,1228.45,1242.29,-6.09,-0.49,1.15,
458,SPX,20060713,1258.58,1242.29,1258.58,1241.43,1258.6,-16.31,-1.3,1.36,
459,SPX,20060712,1272.39,1258.6,1273.31,1257.29,1272.52,-13.92,-1.09,1.26,
460,SPX,20060711,1267.26,1272.52,1273.64,1259.65,1267.34,5.19,0.41,1.1,
461,SPX,20060710,1266.28,1267.34,1274.06,1264.46,1265.48,1.86,0.15,0.76,
462,SPX,20060707,1274.08,1265.48,1275.38,1263.13,1274.08,-8.61,-0.68,0.96,
463,SPX,20060706,1270.58,1274.08,1278.32,1270.58,1270.91,3.18,0.25,0.61,
464,SPX,20060705,1280.05,1270.91,1280.05,1265.91,1280.19,-9.28,-0.73,1.1,
465,SPX,20060703,1270.06,1280.19,1280.38,1270.06,1270.2,9.98,0.79,0.81,
466,SPX,20060630,1272.86,1270.2,1276.3,1270.2,1272.87,-2.66,-0.21,0.48,
467,SPX,20060629,1245.94,1272.87,1272.88,1245.94,1246.0,26.86,2.16,2.16,
468,SPX,20060628,1238.99,1246.0,1247.06,1237.59,1239.2,6.8,0.55,0.76,
469,SPX,20060627,1250.78,1239.2,1253.37,1238.94,1250.56,-11.36,-0.91,1.15,
470,SPX,20060626,1244.5,1250.56,1250.92,1243.68,1244.5,6.06,0.49,0.58,
471,SPX,20060623,1245.17,1244.5,1253.13,1241.43,1245.6,-1.09,-0.09,0.94,
472,SPX,20060622,1251.92,1245.6,1251.92,1241.53,1252.2,-6.61,-0.53,0.83,
473,SPX,20060621,1240.41,1252.2,1257.96,1240.09,1240.12,12.08,0.97,1.44,
474,SPX,20060620,1240.12,1240.12,1249.01,1238.87,1240.14,-0.01,0.0,0.82,
475,SPX,20060619,1251.54,1240.14,1255.93,1237.17,1251.54,-11.41,-0.91,1.5,
476,SPX,20060616,1255.89,1251.54,1256.27,1246.33,1256.16,-4.62,-0.37,0.79,
477,SPX,20060615,1230.76,1256.16,1258.64,1230.01,1230.04,26.12,2.12,2.33,
478,SPX,20060614,1223.66,1230.04,1231.46,1219.29,1223.69,6.35,0.52,0.99,
479,SPX,20060613,1236.08,1223.69,1243.37,1222.52,1236.4,-12.71,-1.03,1.69,
480,SPX,20060612,1252.62,1236.4,1255.22,1236.2,1252.3,-15.89,-1.27,1.52,
481,SPX,20060609,1257.93,1252.3,1262.58,1250.03,1257.93,-5.63,-0.45,1.0,
482,SPX,20060608,1256.08,1257.93,1259.85,1235.18,1256.15,1.77,0.14,1.96,
483,SPX,20060607,1263.98,1256.15,1272.47,1255.77,1263.85,-7.7,-0.61,1.32,
484,SPX,20060606,1265.23,1263.85,1269.88,1254.46,1265.29,-1.44,-0.11,1.22,
485,SPX,20060605,1287.24,1265.29,1288.16,1264.66,1288.22,-22.93,-1.78,1.82,
486,SPX,20060602,1286.57,1288.22,1290.68,1280.22,1285.71,2.5,0.19,0.81,
487,SPX,20060601,1270.05,1285.71,1285.71,1269.19,1270.09,15.62,1.23,1.3,
488,SPX,20060531,1259.38,1270.09,1270.09,1259.38,1259.84,10.25,0.81,0.85,
489,SPX,20060530,1280.04,1259.84,1280.04,1259.84,1280.16,-20.32,-1.59,1.58,
490,SPX,20060526,1272.71,1280.16,1280.54,1272.5,1272.88,7.28,0.57,0.63,
491,SPX,20060525,1260.55,1272.88,1273.26,1258.41,1258.57,14.32,1.14,1.18,
492,SPX,20060524,1256.56,1258.57,1264.53,1245.34,1256.58,1.98,0.16,1.53,
493,SPX,20060523,1263.52,1256.58,1273.67,1256.15,1262.07,-5.49,-0.44,1.39,
494,SPX,20060522,1267.03,1262.07,1268.77,1252.98,1267.03,-4.96,-0.39,1.25,
495,SPX,20060519,1261.86,1267.03,1272.15,1256.28,1261.81,5.22,0.41,1.26,
496,SPX,20060518,1270.25,1261.81,1274.89,1261.75,1270.32,-8.51,-0.67,1.03,
497,SPX,20060517,1290.16,1270.32,1291.73,1267.31,1292.08,-21.76,-1.68,1.89,
498,SPX,20060516,1294.5,1292.08,1297.88,1288.51,1294.5,-2.42,-0.19,0.72,
499,SPX,20060515,1290.56,1294.5,1294.81,1284.51,1291.24,3.26,0.25,0.8,
500,SPX,20060512,1305.17,1291.24,1305.88,1290.38,1305.92,-14.69,-1.12,1.19,
501,SPX,20060511,1322.63,1305.92,1322.63,1303.45,1322.85,-16.93,-1.28,1.45,
502,SPX,20060510,1324.57,1322.85,1325.51,1317.44,1325.14,-2.29,-0.17,0.61,
503,SPX,20060509,1324.0,1325.14,1326.6,1322.48,1324.66,0.48,0.04,0.31,
504,SPX,20060508,1325.76,1324.66,1326.7,1322.87,1325.76,-1.1,-0.08,0.29,
505,SPX,20060505,1312.25,1325.76,1326.53,1312.25,1312.25,13.51,1.03,1.09,
506,SPX,20060504,1307.85,1312.25,1315.14,1307.85,1307.85,4.4,0.34,0.56,
507,SPX,20060503,1313.34,1307.85,1313.47,1303.92,1313.21,-5.36,-0.41,0.73,
508,SPX,20060502,1305.19,1313.21,1313.66,1305.16,1305.19,8.02,0.61,0.65,
509,SPX,20060501,1310.61,1305.19,1317.21,1303.46,1310.61,-5.42,-0.41,1.05,
510,SPX,20060428,1309.72,1310.61,1316.04,1306.16,1309.72,0.89,0.07,0.75,
511,SPX,20060427,1305.41,1309.72,1315.0,1295.57,1305.41,4.31,0.33,1.49,
512,SPX,20060426,1301.74,1305.41,1310.97,1301.74,1301.74,3.67,0.28,0.71,
513,SPX,20060425,1308.11,1301.74,1310.79,1299.17,1308.11,-6.37,-0.49,0.89,
514,SPX,20060424,1311.28,1308.11,1311.28,1303.79,1311.28,-3.17,-0.24,0.57,
515,SPX,20060421,1311.46,1311.28,1317.67,1306.59,1311.46,-0.17,-0.01,0.84,
516,SPX,20060420,1309.74,1311.46,1318.16,1306.38,1309.93,1.53,0.12,0.9,
517,SPX,20060419,1307.93,1309.93,1310.39,1302.79,1307.65,2.29,0.17,0.58,
518,SPX,20060418,1285.97,1307.65,1309.02,1285.33,1285.33,22.31,1.74,1.84,
519,SPX,20060417,1289.12,1285.33,1292.45,1280.74,1289.12,-3.79,-0.29,0.91,
520,SPX,20060413,1288.12,1289.12,1292.09,1283.37,1288.12,0.99,0.08,0.68,
521,SPX,20060412,1286.89,1288.12,1290.93,1286.45,1286.57,1.55,0.12,0.35,
522,SPX,20060411,1296.6,1286.57,1300.71,1282.96,1296.6,-10.03,-0.77,1.37,
523,SPX,20060410,1295.61,1296.6,1300.74,1293.17,1295.5,1.11,0.09,0.58,
524,SPX,20060407,1309.04,1295.5,1314.07,1294.18,1309.04,-13.54,-1.03,1.52,
525,SPX,20060406,1311.56,1309.04,1311.99,1302.44,1311.56,-2.52,-0.19,0.73,
526,SPX,20060405,1305.93,1311.56,1312.81,1304.82,1305.93,5.62,0.43,0.61,
527,SPX,20060404,1297.81,1305.93,1307.55,1294.71,1297.81,8.12,0.63,0.99,
528,SPX,20060403,1302.88,1297.81,1309.19,1296.65,1294.83,2.99,0.23,0.97,
529,SPX,20060331,1300.6,1294.83,1303.0,1294.83,1300.25,-5.42,-0.42,0.63,
530,SPX,20060330,1302.89,1300.25,1310.15,1296.72,1302.89,-2.65,-0.2,1.03,
531,SPX,20060329,1293.23,1302.89,1305.6,1293.23,1293.23,9.67,0.75,0.96,
532,SPX,20060328,1301.61,1293.23,1306.24,1291.84,1301.61,-8.38,-0.64,1.11,
533,SPX,20060327,1302.95,1301.61,1303.74,1299.09,1302.95,-1.35,-0.1,0.36,
534,SPX,20060324,1301.71,1302.95,1306.53,1298.89,1301.67,1.28,0.1,0.59,
535,SPX,20060323,1305.04,1301.67,1305.04,1298.11,1305.04,-3.37,-0.26,0.53,
536,SPX,20060322,1297.23,1305.04,1305.97,1295.81,1297.23,7.81,0.6,0.78,
537,SPX,20060321,1305.0,1297.23,1310.9,1295.8,1305.08,-7.85,-0.6,1.16,
538,SPX,20060320,1307.25,1305.08,1310.0,1303.6,1307.25,-2.17,-0.17,0.49,
539,SPX,20060317,1305.33,1307.25,1309.79,1305.32,1305.33,1.92,0.15,0.34,
540,SPX,20060316,1303.02,1305.33,1310.45,1303.02,1303.02,2.31,0.18,0.57,
541,SPX,20060315,1297.48,1303.02,1304.4,1294.97,1297.48,5.54,0.43,0.73,
542,SPX,20060314,1284.13,1297.48,1298.14,1282.67,1284.13,13.35,1.04,1.2,
543,SPX,20060313,1281.58,1284.13,1287.37,1281.58,1281.58,2.56,0.2,0.45,
544,SPX,20060310,1272.23,1281.58,1284.37,1271.11,1272.23,9.34,0.73,1.04,
545,SPX,20060309,1278.47,1272.23,1282.74,1272.23,1278.47,-6.24,-0.49,0.82,
546,SPX,20060308,1275.88,1278.47,1280.33,1268.42,1275.88,2.6,0.2,0.93,
547,SPX,20060307,1277.22,1275.88,1278.26,1271.11,1278.26,-2.38,-0.19,0.56,
548,SPX,20060306,1287.23,1278.26,1288.23,1275.67,1287.23,-8.97,-0.7,0.98,
549,SPX,20060303,1289.14,1287.23,1297.33,1284.2,1289.14,-1.91,-0.15,1.02,
550,SPX,20060302,1288.57,1289.14,1291.24,1283.21,1291.24,-2.1,-0.16,0.62,
551,SPX,20060301,1281.65,1291.24,1291.8,1280.66,1280.66,10.58,0.83,0.87,
552,SPX,20060228,1294.12,1280.66,1294.12,1278.66,1294.12,-13.46,-1.04,1.19,
553,SPX,20060227,1289.43,1294.12,1297.57,1289.43,1289.43,4.69,0.36,0.63,
554,SPX,20060224,1287.72,1289.43,1292.11,1285.62,1287.79,1.64,0.13,0.5,
555,SPX,20060223,1292.52,1287.79,1293.84,1285.14,1292.67,-4.88,-0.38,0.67,
556,SPX,20060222,1283.03,1292.67,1294.17,1283.03,1283.03,9.65,0.75,0.87,
557,SPX,20060221,1287.24,1283.03,1291.92,1281.33,1287.24,-4.22,-0.33,0.82,
558,SPX,20060217,1288.64,1287.24,1289.47,1284.07,1289.38,-2.14,-0.17,0.42,
559,SPX,20060216,1280.42,1289.38,1289.39,1280.0,1280.0,9.38,0.73,0.73,
560,SPX,20060215,1275.53,1280.0,1281.0,1271.06,1275.53,4.47,0.35,0.78,
561,SPX,20060214,1262.86,1275.53,1278.21,1260.8,1262.86,12.67,1.0,1.38,
562,SPX,20060213,1265.15,1262.86,1266.99,1258.34,1266.99,-4.13,-0.33,0.68,
563,SPX,20060210,1263.82,1266.99,1269.89,1254.98,1263.78,3.21,0.25,1.18,
564,SPX,20060209,1265.65,1263.78,1274.56,1262.8,1265.65,-1.88,-0.15,0.93,
565,SPX,20060208,1257.23,1265.65,1266.47,1254.78,1254.78,10.87,0.87,0.93,
566,SPX,20060207,1264.82,1254.78,1265.78,1253.61,1265.02,-10.24,-0.81,0.96,
567,SPX,20060206,1264.21,1265.02,1267.04,1261.62,1264.03,0.99,0.08,0.43,
568,SPX,20060203,1269.45,1264.03,1270.87,1261.02,1270.84,-6.81,-0.54,0.78,
